step,pair,freq,total_tokens,compression,time_sec
417,[Branch1][C][C][Branch1][C][C],15590,28453687,3.1774,95.9
418,[C][=C][Branch1][=Branch2],15579,28438108,3.1791,96
419,[C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],15553,28422555,3.1809,96.1
420,[O][C][=Ring1],15549,28407006,3.1826,96.3
421,[N][N][=C],15546,28391460,3.1843,96.4
422,[N][C@H1],15524,28375936,3.1861,96.5
423,[=C][Ring1][S],15420,28360516,3.1878,96.6
424,[Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],15418,28345098,3.1895,96.7
425,[N][C][C][=C],15400,28329698,3.1913,96.9
426,[C][=Branch1][C][=O][N][C@@H1][Branch1],15389,28314309,3.193,97
427,[C][=C][C][Branch1][C][F][=C],15326,28298983,3.1947,97.2
428,[=C][N][C][=Branch1][C][=O],15309,28283674,3.1965,97.3
429,[C][C@],15247,28268427,3.1982,97.6
430,[C][C][C][C][C][C][Ring1][=Branch1],15229,28253198,3.1999,97.7
431,[C][Branch1][C][O][=C],15071,28238127,3.2016,97.8
432,[#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O],15068,28223059,3.2033,97.9
433,[N][C][=C][C][=C][Branch2][Ring1],15061,28207998,3.205,98.1
434,[C][=C][Ring2][Ring1][=C],14948,28193050,3.2067,98.2
435,[C][=C][Ring2][Ring1][C],14803,28178247,3.2084,98.3
436,[O][C][C@H1],14781,28163466,3.2101,98.4
437,[Ring2][Ring1][=N],14706,28148760,3.2118,98.6
438,[C][=C][N][Branch1],14661,28134099,3.2135,98.7
439,[N][C][=N][C][=N],14579,28119520,3.2151,98.8
440,[C][Ring1][=Branch1][C],14551,28104969,3.2168,98.9
441,[N][N][C][C],14478,28090491,3.2185,99.1
442,[C][C][Ring1][#C],14398,28076093,3.2201,99.2
443,[N][C][=Branch1][C][=S],14341,28061752,3.2218,99.3
444,[C][Branch1][P],14281,28047471,3.2234,99.5
445,[#C][N][C][=Branch1][C][=O],14280,28033191,3.225,99.6
446,[=C][Ring2][Ring1][Ring2],14238,28018953,3.2267,99.8
447,[Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],14235,28004718,3.2283,99.9
448,[S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C],14233,27990485,3.23,100
449,[Branch1][C][C][C@H1],14198,27976287,3.2316,100.2
450,[N][N][C][=Branch1][C][=O],14141,27962146,3.2332,100.3
451,[=C][Ring2][Ring2],14104,27948042,3.2349,100.4
452,[C][C][C][C][=Branch1][C][=O],14067,27933975,3.2365,100.6
453,[C][Branch1][#Branch2],13958,27920017,3.2381,100.7
454,[C][=Branch1][C][=O][N][Ring1],13925,27906092,3.2397,100.9
455,[C][=Branch1][C][=O][NH1],13887,27892205,3.2413,101
456,[C][#C],13862,27878343,3.2429,101.2
457,[C][C@@H1][Branch1],13838,27864505,3.2446,101.4
458,[C][=C][C][=C][C][=C][Ring1][=Branch1][S],13796,27850709,3.2462,101.5
459,[C][=C][Ring2][Ring1][#C],13786,27836923,3.2478,101.7
460,[C][Branch1][S],13766,27823157,3.2494,101.8
461,[N][=C][Branch1][=Branch2],13735,27809422,3.251,101.9
462,[N][Ring1][Branch1][C],13662,27795760,3.2526,102
463,[C][=C][C][Branch1][C][O][=C],13659,27782101,3.2542,102.1
464,[O][=S],13539,27768562,3.2558,102.3
465,[=C][Ring1][O],13443,27755119,3.2573,102.4
466,[C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2],13403,27741716,3.2589,102.5
467,[O][C][=C][C][=C][Branch2][Ring1],13385,27728331,3.2605,102.7
468,[O][=S][=Branch1][C][=O],13263,27715068,3.2621,102.8
469,[Ring2][Ring1][#C],13224,27701844,3.2636,103
470,[C][C][Branch2][Ring1],13222,27688622,3.2652,103.1
471,[C][=Branch1][C][=S],13213,27675409,3.2667,103.2
472,[=C][Ring2][Ring1][#Branch1],13152,27662257,3.2683,103.4
473,[C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2],13108,27649149,3.2698,103.5
474,[C][Branch2][Ring1][#Branch1],13100,27636049,3.2714,103.7
475,[=C][Ring2][Ring1][Ring1],13036,27623013,3.2729,103.8
476,[C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1],13021,27609992,3.2745,103.9
477,[C][Ring2][Ring1][Ring1],12958,27597034,3.276,104.1
478,[C@@H1][C][C],12954,27584080,3.2775,104.2
479,[C][Branch1][=C],12937,27571143,3.2791,104.4
480,[O][C][Branch1][C][C][Branch1][C][C],12906,27558237,3.2806,104.5
481,[C][Ring2][Ring1][Ring2],12809,27545428,3.2821,104.7
482,[Ring2][Ring1][O],12793,27532635,3.2837,104.8
483,[C][Branch1][C][C][=C][Ring1][#Branch1],12672,27519963,3.2852,104.9
484,[N][C][C][=Branch1][C][=O],12597,27507366,3.2867,105.1
485,[C][Branch1][#C],12581,27494785,3.2882,105.2
486,[C][Ring1][O],12440,27482345,3.2897,105.4
487,[C][C@@],12417,27469928,3.2912,105.5
488,[Ring2][Ring1][=C],12412,27457516,3.2927,105.7
489,[C][C][C][N][Branch1],12408,27445108,3.2941,105.8
490,[Ring1][Branch1][C][C],12398,27432710,3.2956,106
491,[C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],12350,27420360,3.2971,106.1
492,[N][Ring1][=Branch1],12331,27408029,3.2986,106.2
493,[C][Branch1][C][F][=C][Ring1][Branch2],12326,27395703,3.3001,106.3
494,[C][N][Branch1][C][C][C][C],12319,27383384,3.3016,106.5
495,[C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F],12274,27371110,3.303,106.6
496,[N][C][=C][C][=N],12246,27358864,3.3045,106.8
497,[C][Branch1][Branch2],12170,27346694,3.306,106.9
498,[C][=C][Ring1][=Branch1][C],12154,27334540,3.3075,107.1
499,[N][C][C@H1],12111,27322429,3.3089,107.2
500,[C][C][Ring1][=C],12076,27310353,3.3104,107.3
501,[=C][C][Branch1][Ring1][O],12029,27298324,3.3119,107.5
502,[#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],12023,27286301,3.3133,107.6
503,[C][C][C][=N],12010,27274291,3.3148,107.7
504,[C][C][=C][Branch2][Ring1],12002,27262289,3.3162,107.8
505,[C][Ring2][Ring1][Branch1],11924,27250365,3.3177,108
506,[C][Branch2][Ring1][Branch2],11891,27238474,3.3191,108.1
507,[#Branch1][C][=Branch1][C][=O],11861,27226613,3.3206,108.3
508,[N][Ring1][#Branch2],11812,27214801,3.322,108.4
509,[=C][Ring2][Ring1][=Branch2],11698,27203103,3.3234,108.5
510,[O][C@H1][Branch1][Ring1][C][O],11682,27191421,3.3249,108.7
511,[O][N][C][=Branch1][C][=O],11678,27179743,3.3263,108.8
512,[O][C][Branch1][C][F][Branch1][C][F][F],11607,27168136,3.3277,108.9
513,[=C][Ring2][Ring1][Branch1],11531,27156605,3.3291,109
514,[#Branch1][C][C],11473,27145132,3.3305,109.2
515,[=N][C][=C][C][=C],11466,27133666,3.3319,109.3
516,[C][=C][Ring2][Ring1][S],11443,27122223,3.3334,109.4
517,[=Ring1][=Branch2],11386,27110837,3.3348,109.5
518,[C][C][=C][C][Branch1][C],11361,27099476,3.3362,109.7
519,[C][N][=C],11358,27088118,3.3376,109.8
520,[Ring2][Ring2][Ring2],11356,27076762,3.339,110
521,[C][=C][Branch1][C][N],11321,27065441,3.3403,110.1
522,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2],11311,27054130,3.3417,110.2
523,[=C][\C][=C],11301,27042829,3.3431,110.3
524,[C][C][C@@],11285,27031544,3.3445,110.4
525,[=C][/C][=C],11284,27020260,3.3459,110.6
526,[C][=C][C][Branch1][=Branch2],11269,27008991,3.3473,110.7
527,[C][Ring2][Ring1][=Branch1],11258,26997733,3.3487,110.8
528,[C][=C][C][Branch2][Ring2],11257,26986476,3.3501,111
529,[=N][C][=N],11226,26975250,3.3515,111.1
530,[C][=Branch1][C][=O][N][Branch1][C][C],11213,26964037,3.3529,111.2
531,[Ring2][Ring1][P],11143,26952894,3.3543,111.3
532,[N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],11129,26941765,3.3557,111.5
533,[Ring2][Ring1][S],11115,26930650,3.3571,111.6
534,[C][Branch2][Ring1][=Branch2],11092,26919558,3.3585,111.7
535,[#Branch1][C][C][C][C],11041,26908517,3.3598,111.8
536,[/C][=C][/C][=C][C][=C],10998,26897519,3.3612,112
537,[C][Branch1][C][C][Branch1][C][C][C],10981,26886538,3.3626,112.1
538,[C][C][=C][S],10977,26875561,3.3639,112.2
539,[C][=Branch1][C][=O][C][=C][C][=C],10965,26864596,3.3653,112.3
540,[=N][N][Ring1],10909,26853687,3.3667,112.4
541,[Ring1][C][C][C][C],10896,26842791,3.3681,112.6
542,[Ring2][Ring2][C],10883,26831908,3.3694,112.7
543,[=C][Ring2][Ring1][Branch2],10880,26821028,3.3708,112.8
544,[C][=C][C][Branch1][Ring1][O][C][=C][Branch1],10823,26810205,3.3721,112.9
545,[S][N][C][=Branch1][C][=O],10808,26799397,3.3735,113.1
546,[=N+1][Branch1][C][O-1],10795,26788602,3.3749,113.2
547,[=N][Ring1][#Branch2],10794,26777808,3.3762,113.4
548,[C][Branch1][C][N][=O],10777,26767031,3.3776,113.5
549,[N][Branch1][C][C][C][C][Ring1][#Branch1],10767,26756264,3.3789,113.6
550,[O][Ring1][Branch2],10758,26745506,3.3803,113.8
551,[C][Ring2][Ring1][#Branch1],10732,26734774,3.3817,113.9
552,[Ring2][Ring1][N],10653,26724121,3.383,114
553,[Branch1][C][N][=Branch1][C][=O][=O],10616,26713505,3.3844,114.1
554,[=N][C][=C][C][=C][C][=C][Ring1][=Branch1],10589,26702916,3.3857,114.3
555,[C][C][N][C][C],10588,26692328,3.387,114.4
556,[N][C][Branch1][C][C][=O],10456,26681872,3.3884,114.5
557,[Branch2][Ring2][Ring2],10451,26671421,3.3897,114.7
558,[C][Branch1][C][F][Branch1][C][F],10439,26660982,3.391,114.8
559,[=N][NH1],10429,26650553,3.3923,114.9
560,[=C][Ring2][Ring1][#Branch2],10417,26640136,3.3937,115.1
561,[C][Ring2][Ring1][Branch2],10388,26629748,3.395,115.2
562,[C][Branch2][Ring1][#Branch2],10375,26619373,3.3963,115.4
563,[C][C][Ring1][P],10293,26609080,3.3976,115.5
564,[S][C][C][=Branch1][C][=O],10249,26598831,3.3989,115.6
565,[C][=C][C][=C][Branch1][=N],10211,26588620,3.4003,115.8
566,[C][C][N],10139,26578481,3.4015,115.9
567,[C][Branch2][Ring1][=Branch1],10110,26568371,3.4028,116
568,[N][Branch2][Ring1][Ring1],10098,26558273,3.4041,116.2
569,[NH1][Ring1][=Branch2],10071,26548202,3.4054,116.3
570,[O][=C][Branch1][C][O][C],10046,26538156,3.4067,116.4
571,[C][=C][C][=C][Branch1][Branch2],9999,26528157,3.408,116.6
572,[S][Branch1][C][N][=Branch1][C][=O][=O],9982,26518175,3.4093,116.7
573,[P][=Branch1][C][=O][Branch1][C][O][O],9906,26508269,3.4106,116.8
574,[=C][Ring1][N],9904,26498365,3.4118,117
575,[C][=C][C][Ring1][=Branch1],9884,26488481,3.4131,117.1
576,[C][O][C][=C][C][Branch1],9873,26478608,3.4144,117.3
577,[C][C][=C][C][=N],9872,26468736,3.4157,117.4
578,[=C][Ring2][Ring1][=Branch1],9871,26458865,3.4169,117.5
579,[/C][=N][/N],9866,26448999,3.4182,117.7
580,[C][C][O][C][=C][C][=C],9858,26439141,3.4195,117.8
581,[C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F],9851,26429290,3.4208,118
582,[Branch1][C][=N],9815,26419475,3.422,118.1
583,[C][Branch2][Ring1][Branch1],9787,26409688,3.4233,118.2
584,[Branch1][C][N][C][=Branch1][C][=O],9779,26399909,3.4246,118.3
585,[#C][C][=Branch1][C][=O],9766,26390143,3.4258,118.4
586,[O][C][C@@H1],9718,26380425,3.4271,118.5
587,[N][C@@H1],9705,26370720,3.4283,118.7
588,[=C][Ring1][=Branch1],9665,26361055,3.4296,118.8
589,[Ring1][C][#N][C][=C][Ring1][Branch2],9642,26351413,3.4309,118.9
590,[C][Branch1][C][O][=C][Ring1][#Branch1],9590,26341823,3.4321,119
591,[Branch1][=N],9588,26332235,3.4334,119.2
592,[S][Ring1][=Branch1],9510,26322725,3.4346,119.3
593,[C][=Branch1][Ring2][=C][Ring1][=Branch1][C],9508,26313217,3.4358,119.4
594,[=Branch1][C][=Branch1][C][=O][O][=C],9492,26303725,3.4371,119.5
595,[C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],9484,26294241,3.4383,119.6
596,[N][Branch1][C][C][C][=Branch1][C][=O],9450,26284791,3.4396,119.7
597,[=Branch1][C][Branch1][C][C][=O],9432,26275359,3.4408,119.9
598,[C][C][C][C][Ring1][=Branch1],9425,26265934,3.442,120
599,[O][C][Branch2][Ring1],9404,26256530,3.4433,120.1
600,[C][=C][Ring2][Ring1][P],9404,26247126,3.4445,120.2
601,[O][=N+1][Branch1][C][O-1],9395,26237731,3.4457,120.4
602,[Branch2][N][C][=Branch1][C][=O],9372,26228359,3.447,120.5
603,[O][Ring1][=Branch2],9367,26218992,3.4482,120.7
604,[C][N][C][=C],9365,26209627,3.4494,120.8
605,[C][C][C][Branch1],9362,26200265,3.4507,120.9
606,[N][Ring1][Branch1][C][C],9348,26190917,3.4519,121
607,[Branch1][=C],9335,26181582,3.4531,121.1
608,[S][C][C][=C][C][=C],9287,26172295,3.4543,121.2
609,[Branch1][C][O][C][Branch1][C][O],9259,26163036,3.4556,121.4
610,[O][C][=C],9256,26153780,3.4568,121.5
611,[O][C@@H1][Branch1],9240,26144540,3.458,121.6
612,[C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2],9185,26135355,3.4592,121.7
613,[N][Ring1][=N],9146,26126209,3.4604,121.8
614,[C][Ring1][Branch1][=C][Ring1][=Branch2],9121,26117088,3.4616,122
615,[C@H1][C][C],9114,26107974,3.4629,122.1
616,[C][C][C][Ring1][=Branch1],9086,26098888,3.4641,122.2
617,[C][=Branch1][C][=N],9074,26089814,3.4653,122.3
618,[N][=C][Ring1][#Branch2],9055,26080759,3.4665,122.4
619,[N][Ring1][#C],9052,26071707,3.4677,122.6
620,[C][C][N][Branch1][Ring1][C][C],9005,26062702,3.4689,122.7
621,[C@@][Branch1][C][C][C][C],8974,26053728,3.4701,122.8
622,[C][=C][C][Branch1][C][Br],8952,26044776,3.4713,122.9
623,[C][C][Ring1][N],8945,26035831,3.4724,123
624,[S][=Branch1][C][=O][=Branch1][C][=O][N][C][C],8903,26026928,3.4736,123.1
625,[O][=C][Branch1][#Branch2],8879,26018049,3.4748,123.2
626,[=Branch1][C][C][C][Ring1][Ring1],8862,26009187,3.476,123.4
627,[C@H1][Branch1][C][O][C@@H1],8851,26000336,3.4772,123.5
628,[N][=C][Branch1][C][C],8817,25991519,3.4784,123.6
629,[=C][Ring2][Ring1][C],8779,25982740,3.4795,123.7
630,[C][C][=Branch1][C][=O][N][C][=C][C][=C],8772,25973968,3.4807,123.8
631,[C@H1][Branch1][C][O][C],8771,25965197,3.4819,124
632,[=C][Ring2][Ring1][O],8736,25956461,3.4831,124.1
633,[O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],8724,25947737,3.4842,124.2
634,[Branch1][C][S],8713,25939024,3.4854,124.3
635,[Ring2][Ring2][Branch1],8673,25930351,3.4866,124.5
636,[/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1],8645,25921706,3.4877,124.6
637,[C][C][C][N][Branch2][Ring1],8614,25913092,3.4889,124.7
638,[N][C][C@@H1],8599,25904493,3.4901,124.8
639,[N][Ring1][P],8581,25895912,3.4912,125
640,[C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1],8574,25887338,3.4924,125.1
641,[S][C][=Branch1][C][=O],8569,25878769,3.4935,125.2
642,[C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],8546,25870223,3.4947,125.3
643,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N],8509,25861714,3.4958,125.4
644,[N][N][=C][Branch1],8498,25853216,3.497,125.6
645,[C][Ring2][Ring1][=Branch2],8466,25844750,3.4981,125.7
646,[N][=C][Ring1][S],8434,25836316,3.4993,125.8
647,[C][=C][C][=C][Ring1][#Branch1][Cl],8434,25827882,3.5004,125.9
648,[C][C][C][=Branch1][C][=O],8420,25819462,3.5015,126
649,[N][C@H1][Branch1],8418,25811044,3.5027,126.1
650,[C][=C][C][=C][Branch1][P],8377,25802667,3.5038,126.2
651,[C][C][C][N][C][C],8349,25794318,3.505,126.3
652,[N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],8348,25785970,3.5061,126.4
653,[C@H1][Branch1][C][O],8346,25777624,3.5072,126.6
654,[N][Branch2][Ring1][Ring2],8317,25769307,3.5084,126.7
655,[O][C][=Branch1][C][=O][N],8279,25761028,3.5095,126.8
656,[C][=N][Ring1][Branch1],8277,25752751,3.5106,126.9
657,[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],8271,25744480,3.5117,127
658,[C][Ring2][Ring1][C],8269,25736211,3.5129,127.1
659,[=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2],8244,25727967,3.514,127.2
660,[C][=Branch2],8236,25719731,3.5151,127.4
661,[N][C][C][C][Ring1],8236,25711495,3.5162,127.5
662,[Ring1][C][#N][=C],8178,25703317,3.5174,127.6
663,[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C],8161,25695156,3.5185,127.8
664,[Branch2][C][=N],8151,25687005,3.5196,127.9
665,[=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2],8136,25678869,3.5207,128
666,[Branch2][C][=C][C][=C][O][Ring1][Branch1],8100,25670769,3.5218,128.1
667,[C][=C][Branch1][P],8084,25662685,3.5229,128.3
668,[C][C@H1][Branch2][Ring1],8076,25654609,3.524,128.4
669,[C][=C][C][=C][Branch2][Ring1][Ring2],8061,25646548,3.5252,128.5
670,[C][C][Ring2][Ring1][=Branch1],8051,25638497,3.5263,128.6
671,[N][/N][=C][/C][=C],8028,25630469,3.5274,128.7
672,[N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],8025,25622444,3.5285,128.8
673,[C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],8015,25614429,3.5296,128.9
674,[Branch1][C][\C],7985,25606444,3.5307,129
675,[Branch2][C][=C][C][=C][S][Ring1][Branch1],7959,25598485,3.5318,129.2
676,[C@@H1][Branch1][C][O],7958,25590527,3.5329,129.3
677,[O][Ring1][#Branch2],7955,25582572,3.534,129.4
678,[C][O][C][=C][C][=C][Branch2][Branch1],7948,25574624,3.5351,129.5
679,[C][C][=C][Branch1][C][C],7938,25566686,3.5362,129.6
680,[N][C][=C][C][Branch1],7938,25558748,3.5373,129.7
681,[Branch2][C][C][C][C],7908,25550840,3.5384,129.8
682,[N][Ring1][#Branch1],7907,25542933,3.5395,129.9
683,[O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1],7905,25535028,3.5405,130
684,[O][C][C][=C][C][=C],7893,25527135,3.5416,130.1
685,[C@@H1][Branch1][C][O][C],7868,25519267,3.5427,130.3
686,[S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],7867,25511400,3.5438,130.4
687,[#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O],7837,25503563,3.5449,130.5
688,[C][O][C][=C][C][Branch2][Ring2],7834,25495729,3.546,130.6
689,[Ring2][Ring2][=Branch1],7832,25487897,3.5471,130.8
690,[#C][C][C][=C][NH1],7815,25480082,3.5482,130.8
691,[C][C][Ring2][Ring1][#Branch1],7791,25472291,3.5493,131
692,[/C][Branch1][C][C][=C],7790,25464501,3.5504,131.1
693,[C][=C][N][=C][Branch1],7759,25456742,3.5514,131.2
694,[C][C][C][N][C][=Branch1][C][=O],7748,25448994,3.5525,131.4
695,[C][C][Ring2][Ring1][Ring1],7744,25441250,3.5536,131.5
696,[C][N][C][C][O][C][C][Ring1][=Branch1],7724,25433526,3.5547,131.6
697,[C][C][=Branch1][C][=O][O],7719,25425807,3.5558,131.7
698,[C][=C][C][=C][Branch1][#Branch1],7711,25418096,3.5568,131.9
699,[Branch2][C][=Branch1][C][=O],7696,25410400,3.5579,132
700,[C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],7689,25402711,3.559,132.1
701,[C][Branch1][C][C][C],7679,25395032,3.5601,132.3
702,[C][=C][C][=C][Branch1][#C],7647,25387385,3.5611,132.4
703,[O][Ring1][#C],7643,25379742,3.5622,132.5
704,[C][C][Ring2][Ring1][Ring2],7616,25372126,3.5633,132.6
705,[C][=C][C][=C][Branch1][S],7612,25364514,3.5643,132.7
706,[N][Branch1][#Branch2],7583,25356931,3.5654,132.9
707,[C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],7569,25349362,3.5665,133
708,[=C][C][C],7562,25341800,3.5675,133.1
709,[N][C][C][N][C][C],7561,25334364,3.5686,133.2
710,[Branch1][N][C][=Branch1][C][=O],7530,25326834,3.5697,133.3
711,[=C][Branch1][C][C],7513,25319321,3.5707,133.5
712,[=N][C][=Ring1],7512,25311809,3.5718,133.6
713,[C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O],7506,25304303,3.5728,133.7
714,[=C][Ring2][Ring1][=N],7504,25296799,3.5739,133.8
715,[C][O][C][=C][C][=C][C][Branch2][Ring2],7468,25289331,3.5749,133.9
716,[O][=C][Branch1][C][O][C][C],7463,25281868,3.576,134.1
717,[C][Branch2][Ring2][Ring1],7456,25274412,3.5771,134.2
718,[C][Ring2][Ring1][#Branch2],7437,25266975,3.5781,134.3
719,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],7413,25259562,3.5792,134.5
720,[S][C][=Ring1],7388,25252174,3.5802,134.6
721,[C][C][Ring1][Branch1],7373,25244801,3.5813,134.7
722,[C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],7372,25237429,3.5823,134.8
723,[C][Branch2][Ring1][=N],7342,25230087,3.5833,135
724,[C][=C][C][=C][Branch2][Ring1][=Branch2],7307,25222780,3.5844,135.1
725,[Branch1][C][O][C@H1][Ring1][#Branch2],7284,25215496,3.5854,135.2
726,[=N][Ring1][S],7268,25208228,3.5864,135.3
727,[O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],7265,25200963,3.5875,135.4
728,[O][C][C][O][Ring1][#Branch1],7261,25193702,3.5885,135.5
729,[C][=C][C][=C][Branch2][Ring1][#Branch1],7248,25186454,3.5895,135.6
730,[C@][Branch1],7239,25179215,3.5906,135.7
731,[Branch2][#Branch1],7236,25171979,3.5916,135.9
732,[N][Ring1][S],7223,25164756,3.5926,136
733,[C][=C][C][=C][Branch1][=C],7207,25157549,3.5937,136.1
734,[C][=C][C][Branch1][C][Br][=C],7199,25150350,3.5947,136.2
735,[N][Branch1][C][C][C][=Ring1],7184,25143166,3.5957,136.3
736,[Ring2][Ring2][#Branch1],7176,25135990,3.5968,136.5
737,[N][C][Branch1][C],7121,25128869,3.5978,136.6
738,[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C],7119,25121750,3.5988,136.7
739,[C][=C][S][Ring1][Branch1],7116,25114634,3.5998,136.8
740,[O][Ring1][O],7109,25107525,3.6008,136.9
741,[N][Branch1][C][C][C][C],7073,25100452,3.6018,137.1
742,[C][Ring1][=Branch1][C][Ring1][=Branch2],7070,25093382,3.6029,137.2
743,[Branch2][Ring1][#Branch1],7043,25086339,3.6039,137.3
744,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],7039,25079300,3.6049,137.4
745,[=N][Ring1][#C],7033,25072267,3.6059,137.5
746,[C][=C][C][=C][Branch2][Ring1][Ring1],7009,25065258,3.6069,137.6
747,[C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],6988,25058270,3.6079,137.8
748,[C][=C][C][=C][Branch1][C][Cl],6970,25051300,3.6089,137.9
749,[P][C][=Branch1][C][=O],6968,25044332,3.6099,138
750,[=Ring1][Branch1],6958,25037374,3.6109,138.1
751,[C][#N],6947,25030427,3.6119,138.2
752,[Branch2][Ring2][#Branch1],6941,25023486,3.6129,138.4
753,[C][=C][C][=C][Ring1][=Branch1][C],6937,25016549,3.6139,138.5
754,[C][Branch1][C][Br][=C][Ring1][#Branch1],6929,25009620,3.6149,138.6
755,[C][Ring1][#Branch1][=O],6924,25002696,3.6159,138.7
756,[=N][Ring2][Ring1][Ring2],6920,24995776,3.6169,138.8
757,[N][O],6919,24988857,3.6179,138.9
758,[C][C][Ring1][=Branch2],6900,24981957,3.6189,139.1
759,[Branch2][Ring1][=Branch2],6892,24975065,3.6199,139.2
760,[C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1],6886,24968179,3.6209,139.3
761,[C][C][C][C][N][C][=Branch1][C][=O],6882,24961297,3.6219,139.4
762,[C][O][C][=N],6873,24954424,3.6229,139.6
763,[#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],6869,24947555,3.6239,139.7
764,[C][Ring1][=Branch1][=O],6852,24940703,3.6249,139.8
765,[C][C][Ring2][Ring1][Branch1],6847,24933856,3.6259,139.9
766,[C][=C][Branch1][=C],6831,24927025,3.6269,140
767,[Branch1][C][O][C][Branch1],6818,24920207,3.6279,140.1
768,[C][C][Ring1][Branch2],6790,24913417,3.6289,140.2
769,[Branch2][Ring2][=Branch2],6766,24906651,3.6299,140.3
770,[Ring1][N][C][C],6765,24899886,3.6309,140.5
771,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1],6750,24893136,3.6318,140.6
772,[=Branch1][N][Branch1][C][C][C],6734,24886402,3.6328,140.8
773,[C][Branch1][O],6727,24879675,3.6338,140.9
774,[Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2],6726,24872949,3.6348,141
775,[O][N][=Ring1],6701,24866248,3.6358,141.1
776,[C][C][S],6700,24859548,3.6368,141.3
777,[O][C][C][O][C][C],6696,24854471,3.6375,141.4
778,[C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],6694,24847777,3.6385,141.5
