step,pair,freq,total_tokens,compression,time_sec
6213,[N][C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2],469,16689901,5.4169,770.6
6214,[C][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],469,16689432,5.4171,770.7
6215,[C][Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1],469,16688963,5.4172,770.8
6216,[C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C@@][Ring1],469,16688494,5.4174,771
6217,[N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],469,16688025,5.4175,771.1
6218,[O][C][=C][C][=C][Branch1][C][C][O][Ring1][=Branch1],469,16687556,5.4177,771.2
6219,[C][O][C][C][=Branch1][C][=O],468,16687088,5.4178,771.3
6220,[C][=Ring1][O][C],468,16686620,5.418,771.5
6221,[C][N][Branch1][S],468,16686152,5.4181,771.6
6222,[Branch1][C][Cl][=C][Ring1][=Branch2],468,16685684,5.4183,771.7
6223,[O][C][=C][S],468,16685216,5.4184,771.9
6224,[N][C][C][C][=C][NH1],468,16684748,5.4186,772
6225,[C][=C][Branch2][Ring2][=N],468,16684280,5.4188,772.1
6226,[C][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1],468,16683812,5.4189,772.3
6227,[=N][Ring1][P][C][=C][Ring2][Ring1][#Branch1],468,16683344,5.4191,772.4
6228,[C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1],468,16682876,5.4192,772.6
6229,[O][=C][Branch1][N][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],468,16682408,5.4194,772.7
6230,[/C][Branch1][C][O][=C][/C][=Branch1][C][=O],468,16681940,5.4195,772.8
6231,[C][Branch1][O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][=N][C][Ring1][N][=C][Ring1][S],468,16681472,5.4197,773
6232,[O][=C][O][C][C],467,16681005,5.4198,773.1
6233,[C][N][C][C][N],467,16680538,5.42,773.2
6234,[C][=C][Ring1][P][O],467,16680071,5.4201,773.3
6235,[N][C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],467,16679604,5.4203,773.4
6236,[N][C][=C][C][=C][C][Branch1][=N],467,16679137,5.4204,773.6
6237,[N][C][=C][C][=N][C][=N][Ring1][=Branch1],467,16678670,5.4206,773.7
6238,[C][Branch1][=Branch1][C][Branch1][C][C][=O],467,16678203,5.4207,773.8
6239,[C][=C][C][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1],467,16677736,5.4209,773.9
6240,[C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C],467,16677269,5.421,774
6241,[N][O][C],466,16676803,5.4212,774.2
6242,[C][C][=Branch1][C][=N],466,16676337,5.4213,774.3
6243,[N][=Ring1][O],466,16675871,5.4215,774.4
6244,[C][Branch2][Branch1][Branch2],466,16675405,5.4216,774.6
6245,[C][=C][NH1][C][Ring1][Branch1][=C][Ring1][=Branch2],466,16674939,5.4218,774.7
6246,[N][=C][Branch1][C][C][S][Ring1][=Branch1],466,16674473,5.4219,774.8
6247,[N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2],466,16674007,5.4221,775
6248,[Branch2][Ring2][Branch1][C],465,16673542,5.4222,775.1
6249,[C][C][N][=C][Branch1],465,16673077,5.4224,775.3
6250,[=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1],465,16672612,5.4225,775.4
6251,[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2],465,16672147,5.4227,775.5
6252,[=C][N][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],465,16671682,5.4228,775.6
6253,[N][C][C@H1][C][C][C@H1],465,16671217,5.423,775.8
6254,[N][C][C@@H1][Branch1][C][N],465,16670752,5.4232,775.9
6255,[C][O][C][=C][C][Branch2][Ring2][=Branch2],465,16670287,5.4233,776
6256,[C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@@H1],465,16669822,5.4235,776.2
6257,[N][/N][=C][\C][=C],465,16669357,5.4236,776.3
6258,[C][N][C][C][C][C][Ring1][Branch1][=C],465,16668892,5.4238,776.4
6259,[Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1],465,16668427,5.4239,776.5
6260,[C][C@@H1][C][N][Branch1][#Branch1][C@H1][Branch1][C][C][C][O][C][=Branch1][C][=O],465,16667962,5.4241,776.7
6261,[C][Ring2][Ring2][Ring1][=O],465,16667497,5.4242,776.8
6262,[Branch1][C][O][C][Branch1][C],464,16667033,5.4244,776.9
6263,[C][C][C][Ring1][=Branch2],464,16666569,5.4245,777
6264,[N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C],464,16666105,5.4247,777.1
6265,[C][O][C][=C][C][=C][C][Branch2][Ring1][Ring2],464,16665641,5.4248,777.3
6266,[N][C][=C][C][=C][Branch2][Ring1][=N],464,16665177,5.425,777.4
6267,[C][C@@][Ring1],464,16664713,5.4251,777.5
6268,[C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F],464,16664249,5.4253,777.6
6269,[O][Ring1][Branch1][C][C][Ring1][#C],464,16663785,5.4254,777.8
6270,[NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],464,16663321,5.4256,777.9
6271,[=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][=Branch1][O][C],464,16662857,5.4257,778
6272,[C][C][=C][C][=C][Branch2][Ring2][P],463,16662394,5.4259,778.2
6273,[C][C][C][C@],463,16661931,5.426,778.3
6274,[S][N][=C][Ring1][Branch1],463,16661468,5.4262,778.4
6275,[N][C][=Branch1][C][=O][C][C][S],463,16661005,5.4263,778.6
6276,[N][C][=N][C][Branch1][#Branch2],463,16660542,5.4265,778.7
6277,[C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][Ring2],463,16660079,5.4266,778.8
6278,[O][=C][Branch1][=N][N][C][C],463,16659616,5.4268,778.9
6279,[#Branch1][C][=Branch1][C][=O][C][Cl],463,16659153,5.4269,779.1
6280,[C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O][=C],463,16658690,5.4271,779.2
6281,[C][O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1],463,16658227,5.4272,779.3
6282,[N][Branch1][S][C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2],463,16657764,5.4274,779.5
6283,[C][O][C][=C][C][=C][Branch1][C][Cl],462,16657302,5.4275,779.6
6284,[C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1],462,16656840,5.4277,779.7
6285,[Branch1][C][O][C@@H1][Branch1][C][C],462,16656378,5.4278,779.9
6286,[S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl],462,16655916,5.428,780
6287,[C][O][C][=C][C][Branch2][Ring2][#Branch2],462,16655454,5.4281,780.2
6288,[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N],462,16654992,5.4283,780.3
6289,[C][C][Branch1][C][C][C][=Branch1][C][=O][N],461,16654531,5.4284,780.4
6290,[C][C][=N][C][=N],461,16654070,5.4286,780.6
6291,[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2],461,16653609,5.4287,780.7
6292,[#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],461,16653148,5.4289,780.9
6293,[O][C][C][C][N][Branch2][Ring1],461,16652687,5.429,781
6294,[#C][C][=C][C][=C][N][=C],461,16652226,5.4292,781.1
6295,[O][=C][Branch1][C][O][C][=C],461,16651765,5.4293,781.3
6296,[Branch1][C][O][N][=C][Ring1][#Branch1],461,16651304,5.4295,781.4
6297,[=N][C][Branch2][Ring1][Ring2],461,16650843,5.4296,781.5
6298,[#Branch1][C][C][Branch1][C][F][F],461,16650382,5.4298,781.7
6299,[C][O][C][=C][C][Branch1][=N],461,16649921,5.4299,781.8
6300,[C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],461,16649460,5.4301,782
6301,[C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O],461,16648999,5.4302,782.1
6302,[C@][Branch1][C][O][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F],461,16648538,5.4304,782.3
6303,[C][=N][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=C],461,16648077,5.4305,782.4
6304,[N][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][=Branch2],461,16647616,5.4307,782.6
6305,[N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O],461,16647155,5.4308,782.7
6306,[C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][N][Branch1][C][C][C@H1],461,16646694,5.431,782.8
6307,[C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2],460,16646234,5.4311,782.9
6308,[=Ring2][Ring2],459,16645775,5.4313,783
6309,[N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1],459,16645316,5.4314,783.2
6310,[C][C][Branch1][C][N],459,16644857,5.4316,783.3
6311,[N][C][Branch1][C][O],459,16644398,5.4317,783.4
6312,[N][Ring1][Branch1][C][Branch1][C][C][C][C],459,16643939,5.4319,783.5
6313,[C][C][C][N][Branch1][P],459,16643480,5.432,783.7
6314,[C][=C][N][=C][Branch1][=C],459,16643021,5.4322,783.8
6315,[O][Ring1][O][C][=C][Ring1][P],459,16642562,5.4323,783.9
6316,[C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][C][Ring1][#C],459,16642103,5.4325,784.1
6317,[C][C][C][C][C][=N][C][Branch1][C][Cl][=C],459,16641644,5.4326,784.2
6318,[N][N][=C][Branch1][C][C][C][=C][Ring1][=Branch1],459,16641185,5.4328,784.4
6319,[C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2],459,16640726,5.4329,784.5
6320,[Branch2][C][C][C][C][C][Ring1][Branch1][C][C],459,16640267,5.4331,784.6
6321,[N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring1][=Branch2],459,16639808,5.4332,784.8
6322,[=Branch1][C][N][C][=Branch1][C][=O],458,16639350,5.4334,784.9
6323,[C][=N][N][Ring1],458,16638892,5.4335,785.1
6324,[C][C@H1][C][C][C][C],458,16638434,5.4337,785.2
6325,[N][C][C][N][Branch1][S],458,16637976,5.4338,785.3
6326,[S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],458,16637518,5.434,785.4
6327,[C][=C][Ring2][Ring1][Branch2][O],458,16637060,5.4341,785.6
6328,[N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],458,16636602,5.4343,785.7
6329,[C][C][C][C][C][C][Ring1][#Branch1],458,16636144,5.4344,785.8
6330,[O][Ring1][P][C][=C][Ring2][Ring1][#Branch1],458,16635686,5.4346,785.9
6331,[C][C][Branch1][C][F][Branch1][C][F],458,16635228,5.4347,786
6332,[N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],458,16634770,5.4349,786.2
6333,[O][C][=C][C][=C][Branch1][C][Cl][S][Ring1][=Branch1],458,16634312,5.435,786.3
6334,[C][=C][C][=C][Branch1][O][O][C][C][N][C][C][C][C][Ring1][Branch1][C][=C][Ring1][=C],458,16633854,5.4352,786.4
6335,[C][=C][Branch1][N][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring1][=N][=O],458,16633396,5.4353,786.6
6336,[Branch1][C][C][C][C][=C],457,16632939,5.4355,786.7
6337,[Branch1][C][O][C][Ring1][Branch2],457,16632482,5.4356,786.8
6338,[C][O][C][=Branch1][C][=O][/C][=C][/C][=C],457,16632025,5.4358,787
6339,[O][C][C][=C][Branch1][C][C],457,16631568,5.4359,787.1
6340,[=C][C][Branch1][Branch2],457,16631111,5.4361,787.2
6341,[Ring1][S][Ring2][Ring1][=Branch1],457,16630654,5.4362,787.4
6342,[Ring2][Ring1][#Branch1][C],457,16630197,5.4364,787.5
6343,[Ring2][Branch1][Branch1][C],457,16629740,5.4365,787.6
6344,[C][=Branch2][Ring1][Branch1],457,16629283,5.4367,787.7
6345,[O][C][Branch1][C][N][=N],457,16628826,5.4368,787.9
6346,[C][C][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][C@][Branch1][C][C],457,16628369,5.437,788
6347,[C][=C][C][=C][C][Branch1][O][/C][=C][/C][=C][C][=C][C][=N][Ring1][=Branch1][=N][NH1][C][Ring1][=N][=C][Ring1][P],457,16627912,5.4371,788.1
6348,[C@@H1][Branch1][O][C][=C][C][=Branch1][C][=O][O][C][Ring1][=Branch1],457,16627455,5.4373,788.2
6349,[C][=C][C][=C][NH1][N][=C][C][Ring1][Branch1][=C][Ring1][=Branch2],457,16626998,5.4374,788.3
6350,[O][C][C][#C],456,16626542,5.4376,788.5
6351,[C][S][C][=C][Branch1],456,16626086,5.4377,788.6
6352,[N][=C][Branch2][Ring1][S],456,16625630,5.4379,788.7
6353,[C][=C][Ring1][=C][F],456,16625174,5.438,788.9
6354,[N][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1],456,16624718,5.4382,789
6355,[N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O],456,16624262,5.4383,789.1
6356,[/C][=N][/N][C][=Branch1][C][=O][C][=C][C][=C],456,16623806,5.4385,789.2
6357,[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],456,16623350,5.4386,789.4
6358,[=N][O][Ring2][Ring1][Ring1],456,16622894,5.4388,789.5
6359,[C][N][N][=C][C][=C][Ring1][Branch1],456,16622438,5.4389,789.6
6360,[C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2],456,16621982,5.4391,789.8
6361,[O][C][C][C@@H1],455,16621527,5.4392,789.9
6362,[N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][#C],455,16621072,5.4394,790
6363,[C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],455,16620617,5.4395,790.1
6364,[C][=C][S][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],455,16620162,5.4397,790.3
6365,[C][C][N][Ring1][=N],455,16619707,5.4398,790.4
6366,[C][=C][C][=C][Branch1][#C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],455,16619252,5.44,790.5
6367,[C@H1][Branch1][Ring2][C][Ring1][#Branch1],455,16618797,5.4401,790.7
6368,[N+1][Branch1][C][C][Branch1][C][C][C][C],455,16618342,5.4403,790.8
6369,[C][=C][C][=C][S],454,16617888,5.4404,790.9
6370,[C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1],454,16617434,5.4406,791.1
6371,[C][C][Ring2][Ring1][Branch1][C],454,16616980,5.4407,791.2
6372,[O][C][=C][Ring1][#Branch2],454,16616526,5.4408,791.3
6373,[C][C][C][Ring1][Ring1][=N],454,16616072,5.441,791.5
6374,[Branch2][Ring2][Ring1][Ring1],454,16615618,5.4411,791.6
6375,[=C][C][Branch1][C][Br],454,16615164,5.4413,791.7
6376,[O][=C][Branch2][Ring2][#C],454,16614710,5.4414,791.8
6377,[C][=C][N][Branch1][=N],454,16614256,5.4416,791.9
6378,[S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],454,16613802,5.4417,792.1
6379,[O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2],454,16613348,5.4419,792.2
6380,[C][=Branch1][C][=O][N][O][C][=C][Ring1][#Branch2],454,16612894,5.442,792.3
6381,[=N][C][Ring1][O][=C][Ring1][#C],454,16612440,5.4422,792.5
6382,[N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2],454,16611986,5.4423,792.6
6383,[C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],454,16611532,5.4425,792.7
6384,[/C][=Branch1][O][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1],454,16611078,5.4426,792.8
6385,[C][=C][C][=C][C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=C],454,16610624,5.4428,793
6386,[N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1],454,16610170,5.4429,793.1
6387,[C][=C][C][=C][Branch2][Ring1][C][C][=N],453,16609717,5.4431,793.3
6388,[O][C][=C][Ring1][=Branch2],453,16609264,5.4432,793.4
6389,[Ring1][O][C][S],453,16608811,5.4434,793.5
6390,[C][=C][Ring1][=N][Ring1][#Branch1],453,16608358,5.4435,793.7
6391,[O][C][=N][NH1],453,16607905,5.4437,793.8
6392,[O][C][S][C][=N],453,16607452,5.4438,794
6393,[C][Branch1][C][F][=C][Ring2][Ring1][Ring2],453,16606999,5.444,794.1
6394,[N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],453,16606546,5.4441,794.2
6395,[C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][O][=O],453,16606093,5.4443,794.4
6396,[C][Ring1][=Branch2][=Ring1][Branch1][C],453,16605640,5.4444,794.5
6397,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N],453,16605187,5.4446,794.6
6398,[C][N][C][C][C@],452,16604735,5.4447,794.8
6399,[N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O],452,16604283,5.4449,794.9
6400,[O][O][C][Branch1],452,16603831,5.445,795
6401,[O][C][=Branch1][C][=O][N][C][C][N][Branch1],452,16603379,5.4452,795.2
6402,[=C][C][=C][Ring2][Ring1][Ring1][O],452,16602927,5.4453,795.3
6403,[C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],452,16602475,5.4455,795.4
6404,[=C][S][Ring1][S],452,16602023,5.4456,795.6
6405,[N][C][=C][Branch1][S],452,16601571,5.4457,795.7
6406,[N][C][C][=Branch1][C][=O][N][C][C],452,16601119,5.4459,795.8
6407,[=N][N][Ring2][Ring1][=Branch1],452,16600667,5.446,796
6408,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O],452,16600215,5.4462,796.1
6409,[=N][/C][=C][\S],452,16599763,5.4463,796.2
6410,[C][Ring2][Ring2][#Branch2],452,16599311,5.4465,796.4
6411,[=C][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],452,16598859,5.4466,796.5
6412,[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][C],452,16598407,5.4468,796.7
6413,[C][Branch1][C][F][=C][Ring1][=Branch2][F],452,16597955,5.4469,796.8
6414,[C][C][O][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1],452,16597503,5.4471,796.9
6415,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],451,16597052,5.4472,797.1
6416,[C][Branch1][C][O][=C][Ring1][=Branch2],451,16596601,5.4474,797.2
6417,[C][C][C][C][O][Ring1][Branch1],451,16596150,5.4475,797.4
6418,[N][Branch2][Ring2][#Branch2],451,16595699,5.4477,797.5
6419,[C][=C][Ring2][Ring1][N][Cl],451,16595248,5.4478,797.6
6420,[C][C][=C][C][=Branch1][C][=O][N][Branch1],451,16594797,5.448,797.8
6421,[Ring2][C][Ring1][=Branch1][C],451,16594346,5.4481,797.9
6422,[C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2],451,16593895,5.4483,798
6423,[C][C][=C][C][=C][C][Branch2][Ring1][S],451,16593444,5.4484,798.2
6424,[C][C][O][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring2],451,16592993,5.4486,798.3
6425,[C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][S][Ring1][#Branch2],451,16592542,5.4487,798.5
6426,[Ring1][N][C][=N],450,16592092,5.4489,798.6
6427,[C][C][=C][Branch1][C][N],450,16591642,5.449,798.8
6428,[N][C][=Branch1][C][=O][N][Branch1][C][C],450,16591192,5.4492,798.9
6429,[=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C],450,16590742,5.4493,799.1
6430,[C@H1][Ring1][O][C][C],450,16590292,5.4495,799.2
6431,[=N][C][=C][Ring1][S],450,16589842,5.4496,799.4
6432,[=C][C][Branch1][#Branch2],450,16589392,5.4497,799.5
6433,[C][=C][C][=C][Ring2][Ring1][Branch1],450,16588942,5.4499,799.7
6434,[C][C][C][C][=C][Branch1],450,16588492,5.45,799.8
6435,[N][Branch2][Ring2][Branch2],450,16588042,5.4502,799.9
6436,[/N+1][Branch1][C][O-1],450,16587592,5.4503,800.1
6437,[C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O],450,16587142,5.4505,800.2
6438,[N][C][C@@H1][Branch1][C][O][C],450,16586692,5.4506,800.4
6439,[C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2],450,16586242,5.4508,800.5
6440,[C][=Branch1][C][=O][N][Ring1][Branch2][C],450,16585792,5.4509,800.7
6441,[C][=C][C][=C][Branch1][C][Br][O][Ring1][=Branch1],450,16585342,5.4511,800.8
6442,[=C][Ring1][N][C],449,16584893,5.4512,800.9
6443,[O][C@@H1][Ring2][Ring1],449,16584444,5.4514,801
6444,[C][C][=C][C][=N][C][Branch1],449,16583995,5.4515,801.2
6445,[C][C][Ring1][=N][=O],449,16583546,5.4517,801.3
6446,[N][=C][Ring1][O][Ring1][#Branch1],449,16583097,5.4518,801.5
6447,[N][=Ring2][Ring1][O],449,16582648,5.452,801.6
6448,[N][C][C][C][Branch2][Ring1][#Branch1],449,16582199,5.4521,801.8
6449,[=N][C][Branch1][#C],449,16581750,5.4523,801.9
6450,[=N][Ring2][Ring2][Ring2],449,16581301,5.4524,802
6451,[N][C][=N][C][=C][Branch1][C][N],449,16580852,5.4526,802.2
6452,[C@H1][Branch1][C][O][C][Ring1][=Branch1],449,16580403,5.4527,802.3
6453,[C][C][C][N][C][=Branch1][C][=O][C][NH1],449,16579954,5.4528,802.4
6454,[N][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],449,16579505,5.453,802.5
6455,[C][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1],449,16579056,5.4531,802.7
6456,[=N][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1],449,16578607,5.4533,802.8
6457,[Branch1][C][O][C][Branch1][C][Cl][=C][Ring1][Branch2],449,16578158,5.4534,802.9
6458,[C@@H1][Ring1][Branch1][Ring1][O][C],449,16577709,5.4536,803.1
6459,[#Branch1][N][C][C][C][Ring1][Ring1][N][N][=C][C][Branch1][=N][/C][=C][\N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][=C][Ring1][=N],449,16577260,5.4537,803.2
6460,[Ring2][Ring2][=Branch1][C],448,16576812,5.4539,803.3
6461,[C@@H1][Branch1][Ring1][O][C][C],448,16576364,5.454,803.4
6462,[N][#C][C][=C][C][=C][C][Branch2][Ring1],448,16575916,5.4542,803.6
6463,[O][S][Branch1][C][C][=Branch1][C][=O][=O],448,16575468,5.4543,803.7
6464,[C][C][=C][C][=C][C][Branch2][Ring1][=C],448,16575020,5.4545,803.8
6465,[C][Ring1][=C][=Ring1][#Branch2],448,16574572,5.4546,804
6466,[C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][S][Ring1][Branch2],448,16574124,5.4548,804.1
6467,[N][Branch1][=Branch2][C][C][=C][C][=C][O][Ring1][Branch1][C][=Branch1][C][=O],448,16573676,5.4549,804.3
6468,[C][#C][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][#Branch1],448,16573228,5.4551,804.4
6469,[Branch1][C][N][C][=N][Ring1][#Branch1],448,16572780,5.4552,804.6
6470,[C][/C][=Branch1][Branch2][=N][\N],448,16572332,5.4554,804.7
6471,[C][Ring1][N][=C],447,16571885,5.4555,804.9
6472,[C][C@H1][C][C@@H1],447,16571438,5.4557,805
6473,[C][O][C][=Branch1][C][=O][C@@],447,16570991,5.4558,805.2
6474,[C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O],447,16570544,5.4559,805.3
6475,[C][Branch2][Branch1][Branch1],447,16570097,5.4561,805.5
6476,[C][C][=C][C][Branch2][Ring1][Branch1],447,16569650,5.4562,805.6
6477,[O][=C][Branch1][Branch1][N][C][C],447,16569203,5.4564,805.7
6478,[C@@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][O][C],447,16568756,5.4565,805.9
6479,[C][=C][C][=C][Branch1][#Branch2][N][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][O],447,16568309,5.4567,806
6480,[C][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=N][N][=C][Ring1][=Branch2],447,16567862,5.4568,806.1
6481,[O-1][S+1],446,16567416,5.457,806.2
6482,[C@@H1][C][S],446,16566970,5.4571,806.3
6483,[C][=C][C][=C][Ring1][=C],446,16566524,5.4573,806.5
6484,[C][=C][C][=C][C][NH1],446,16566078,5.4574,806.6
6485,[=N][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],446,16565632,5.4576,806.7
6486,[N][C][C][C][Branch1][#C],446,16565186,5.4577,806.8
6487,[O][N][C][=Branch1][C][=O][C][Branch1][C][C],446,16564740,5.4579,807
6488,[C][C@H1][Branch2][Ring1][#Branch1],446,16564294,5.458,807.1
6489,[C][O][C][=C][C][=C][C][Branch2][Ring2][Branch2],446,16563848,5.4582,807.2
6490,[C][O][C][=C][C][=C][Branch2][#Branch1],446,16563402,5.4583,807.4
6491,[C][=C][C@][Branch1][C][C][C],446,16562956,5.4584,807.5
6492,[C][Ring1][O][=Ring1][#Branch1],446,16562510,5.4586,807.7
6493,[C][=C][C][=C][N][Ring1][=Branch1][C][=Ring1][=Branch2],446,16562064,5.4587,807.8
6494,[N][N][C],445,16561619,5.4589,808
6495,[Branch1][C][C][C][N][C][=Branch1][C][=O],445,16561174,5.459,808.1
6496,[C][S][Ring2][Ring1][Branch1],445,16560729,5.4592,808.3
6497,[O][C][C][=Branch1][C][=O][N][Branch1][C][C],445,16560284,5.4593,808.4
6498,[N][C][C][N][Branch2][Ring1][C][C][=Branch1][C][=O],445,16559839,5.4595,808.5
6499,[C][C][=C][C][=C][Branch2][Ring2][S],445,16559394,5.4596,808.7
6500,[C][Ring1][Branch2][=C],445,16558949,5.4598,808.8
